contractor_id,trade_id,total
17578,1122,98
17578,1122,98
17578,1122,98
17578,1122,98
17578,1122,98
17578,1122,98
17578,1123,98
2,350,
17578,1123,98
17578,1123,98
17578,1123,98
17578,1123,98
17578,1123,98
17578,1123,98
17578,1123,98
17578,1123,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1124,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
17578,1125,98
6546,375,
17578,1125,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1126,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1127,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1128,98
17578,1129,98
17578,1129,98
17578,1129,98
17578,1129,98
17578,1129,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1130,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1131,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1132,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
21684,1175,43.43
6546,375,
21990,173,80.04
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1133,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1134,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1135,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1163,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1254,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1325,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1326,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1327,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1328,98
17578,1329,98
17578,1329,98
17578,1329,98
17578,1329,98
17578,1329,98
17578,1329,98
17578,1329,98
17578,1329,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1330,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1331,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1332,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1333,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1334,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1335,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1336,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,1337,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,43,98
17578,53,98
17578,53,98
17578,53,98
17578,53,98
17578,53,98
17578,53,98
17578,53,98
17578,53,98
17578,53,98
17578,69,98
17578,69,98
17578,69,98
17578,69,98
17578,69,98
17578,69,98
17578,69,98
17578,69,98
17578,90,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,92,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,94,98
17578,96,98
17578,96,98
17578,96,98
17578,96,98
17578,96,98
17578,96,98
17578,96,98
17578,98,98
17578,98,98
17578,98,98
17578,98,98
17578,98,98
17578,98,98
17578,98,98
17578,98,98
17578,98,98
17578,100,97
17578,100,97
17578,100,97
17578,100,97
17578,100,97
17578,100,97
17578,100,97
17578,100,97
17578,100,97
17578,102,98
17578,104,98
17578,104,98
17578,104,98
368,440,92.92
21438,173,11.99
21438,14,-10.01
21438,36,-6.01
12354,216,59
12354,244,59
12170,15,98
12170,15,98
2460,638,82.18
2460,638,82.18
2460,638,82.18
2460,649,82.18
2460,649,82.18
2460,649,82.18
2460,649,82.18
2460,649,82.18
7622,244,87
7622,246,90
7622,256,90
7622,259,87
7622,271,87
1829,2,87.86
1829,2,87.86
1829,2,87.86
1829,9,87.86
1829,9,87.86
1829,9,87.86
1829,173,91.86
2460,649,82.18
21438,287,4.99
397,638,97.24
397,760,97.24
52,638,64.91
10766,73,79.76
14076,18,70
14076,51,67.67
21473,173,89.5
18358,43,94.24
1829,173,91.86
1829,173,91.86
1829,297,88.86
1829,297,88.86
1829,297,88.86
1829,385,88.86
1829,385,88.86
13167,513,95.24
13167,577,95.24
156,502,62.64
156,502,62.64
156,502,62.64
156,502,62.64
156,502,62.64
156,502,62.64
156,492,62.64
156,502,62.64
156,502,62.64
156,531,65.64
156,531,65.64
156,531,65.64
156,531,65.64
2078,159,
21806,440,88.43
52,638,64.91
192,638,
397,760,97.24
397,760,97.24
397,760,97.24
397,760,97.24
397,760,97.24
397,760,97.24
397,760,97.24
397,760,97.24
397,1111,97.24
397,1111,97.24
397,1111,97.24
397,1111,97.24
397,1111,97.24
397,1111,97.24
1829,385,88.86
1829,440,88.86
1829,440,88.86
1829,440,88.86
12493,18,66.76
12493,22,66.76
12493,24,66.76
12493,26,66.76
12493,71,66.76
12493,73,66.76
12493,75,66.76
12522,51,94
12522,73,94
12522,75,94
12573,71,55.82
13954,18,88.94
16898,18,93
397,1111,97.24
397,1111,97.24
397,1111,97.24
397,1112,97.24
21521,53,55.91
397,1112,97.24
397,1112,97.24
397,1112,97.24
397,1112,97.24
397,1112,97.24
397,1112,97.24
397,1112,97.24
397,1112,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1120,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1127,97.24
397,1131,97.24
397,1131,97.24
24,638,91.78
3307,173,84.24
3307,173,84.24
3767,2,86.24
3767,2,86.24
3767,15,86.24
3767,15,86.24
3767,50,86.24
11664,760,81
3767,50,86.24
3767,56,86.24
3767,56,86.24
3767,52,86.24
325,9,100
325,52,100
325,1197,100
2,350,
7807,1351,100
7807,1351,100
12481,441,27.35
12481,457,27.35
21077,56,85.71
6546,375,
24,638,91.78
6,709,
177,638,100
177,638,100
177,638,100
177,13,100
177,13,100
177,13,100
3608,991,93.18
3608,991,93.18
21503,11,56
3518,440,75.91
3518,440,75.91
3608,11,93.18
3608,11,93.18
3608,11,93.18
3608,980,93.18
3608,980,93.18
3608,980,93.18
3608,991,93.18
3518,440,75.91
3518,440,75.91
3518,486,70.91
3518,486,70.91
3518,486,70.91
3518,486,70.91
177,980,100
2184,139,82
177,980,100
2184,9,82
2184,9,82
2184,9,82
2184,9,82
2184,9,82
2184,9,82
21002,173,79.18
21524,845,40.9
2184,9,82
2184,9,82
2184,139,82
2184,173,82
2184,173,82
2184,173,82
2184,173,82
2184,173,82
2184,139,82
2184,139,82
2184,139,82
2184,139,82
2184,139,82
2184,139,82
2184,139,82
2184,173,82
2184,173,82
2,350,
11818,2,84.84
11818,2,84.84
11818,2,84.84
18529,69,90.55
2184,173,82
2184,2,82
2184,2,82
2184,2,82
2184,2,82
2184,2,82
2184,2,82
2184,2,82
2184,2,82
2184,2,82
2184,173,82
2184,173,82
2184,2,82
2184,1012,82
2184,1012,82
2184,1012,82
2184,1012,82
2184,1012,82
2184,1013,82
2184,1013,82
2184,1013,82
2184,1013,82
2184,1013,82
2184,1013,82
2184,1013,82
2184,1013,82
2184,1013,82
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
372,845,78
372,845,78
372,845,78
372,845,78
372,845,78
372,845,78
372,845,78
372,845,78
372,845,78
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,531,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
10289,546,82.11
22000,16,-1
13270,638,85.94
13270,673,85.94
13270,1163,86.94
13270,1254,85.94
147,760,93.47
22002,16,33
358,760,
358,760,
358,760,
358,760,
358,760,
358,760,
363,760,80.24
363,760,80.24
363,760,80.24
363,760,80.24
363,760,80.24
363,845,80.24
363,845,80.24
363,845,80.24
363,845,80.24
363,845,80.24
225,638,
359,56,
359,56,
359,56,
178,346,96
178,346,96
178,355,96
178,355,96
178,355,96
178,355,96
178,355,96
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
223,492,51.5
237,760,
237,760,
223,492,51.5
223,492,51.5
223,492,51.5
223,638,51.5
223,638,51.5
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
362,492,74
287,638,97.41
287,638,97.41
287,638,97.41
287,638,97.41
287,638,97.41
287,638,97.41
287,638,97.41
287,638,97.41
18294,53,85.82
99,638,
95,486,
95,486,
95,486,
95,486,
95,486,
95,486,
24,638,91.78
92,328,69.24
92,328,69.24
92,328,69.24
22003,10,34
22003,12,34
22003,14,34
6546,375,
21973,9,-24
2,355,
21968,1,-23
2,355,
272,638,96.65
13132,486,23
13132,440,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
13132,440,23
13132,486,23
2,355,
13132,440,23
13132,486,23
13132,440,21
13132,486,21
13132,486,21
13132,440,21
13132,486,21
13132,440,21
13132,486,21
13132,440,21
13132,486,21
13132,440,21
13132,486,21
13132,440,21
13132,486,21
13132,440,21
5368,760,52
5368,845,52
5368,760,52
5368,845,52
22000,1,-2
21389,244,58.38
21389,2,58.38
16138,1012,72
266,1012,64.34
266,1012,64.34
266,1012,64.34
6546,440,
16809,129,
266,1012,64.34
266,1012,64.34
266,1012,64.34
266,1012,64.34
266,1012,64.34
266,1012,64.34
472,486,
294,638,99.12
294,638,99.12
294,638,99.12
243,166,
18465,2,88.06
18465,766,89.06
18465,1164,89.06
18465,768,89.06
18465,1185,89.06
18465,770,89.06
386,760,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
324,845,
793,464,87.22
793,464,87.22
243,166,
243,166,
243,166,
793,451,86.22
793,451,86.22
793,451,86.22
793,451,86.22
793,451,86.22
793,451,86.22
793,451,86.22
793,451,86.22
793,451,86.22
2078,159,
18465,244,88.06
18465,1211,89.06
18465,9,88.06
18465,271,88.06
18465,15,88.06
18465,1169,89.06
18465,771,89.06
18465,767,89.06
18465,1189,89.06
5408,244,70.29
5408,244,70.29
5408,244,70.29
5408,346,80.29
5408,346,80.29
5408,346,80.29
5408,410,67.29
5408,410,67.29
5408,410,67.29
5408,417,80.29
5408,417,80.29
5408,417,80.29
8234,386,84.18
8234,386,84.18
8234,394,84.18
8234,394,84.18
8234,410,84.18
8234,410,84.18
8234,417,84.18
8234,417,84.18
8234,385,84.18
8234,385,84.18
18465,1197,89.06
18465,256,89.06
6546,440,
22007,1,-10
22007,3,-10
2,355,
5474,729,91.67
5474,845,86.67
5474,9,88.67
5474,772,91.67
5474,531,89.67
5474,638,89.67
5474,166,90.67
5474,248,93.67
2,355,
5474,188,93.67
5474,728,91.67
5474,173,93.67
5474,760,91.67
2,355,
316,385,
316,385,
346,760,97.24
346,760,97.24
346,760,97.24
247,173,
247,173,
247,173,
316,385,
247,173,
247,173,
247,173,
316,385,
316,429,
316,429,
316,429,
316,385,
316,385,
316,385,
316,385,
316,429,
316,429,
316,429,
316,429,
316,429,
21971,2,9
21971,10,9
21971,2,9
21971,10,9
21971,2,9
21971,10,9
21971,2,9
21971,10,9
21971,2,9
21971,10,9
21971,2,9
21971,10,9
21971,2,9
21971,10,9
361,9,90.94
361,9,90.94
361,17,90.94
361,17,90.94
22013,1,-1
22013,3,-1
22013,4,-1
10114,441,92.15
10114,441,92.15
16006,216,62.31
8234,429,84.18
8234,436,84.18
8234,436,84.18
8433,531,69.01
504,355,
1950,149,92.47
1950,149,92.47
1950,149,92.47
1950,249,92.47
1950,249,92.47
1950,249,92.47
1950,249,92.47
1950,249,92.47
1950,249,92.47
1950,249,92.47
1950,638,92.47
1950,638,92.47
1950,638,92.47
1950,638,92.47
8234,424,84.18
1950,638,92.47
1950,638,92.47
1950,638,92.47
1950,1078,92.47
1950,1078,92.47
1950,1078,92.47
8234,424,84.18
8234,429,84.18
219,486,74.13
219,486,74.13
313,760,99.69
313,760,99.69
21852,1299,66.41
313,760,99.69
313,760,99.69
2040,949,
20912,760,79.24
1820,638,94.13
1820,638,94.13
1820,638,94.13
1820,638,94.13
1820,638,94.13
1820,638,94.13
1820,638,94.13
1820,638,94.13
1820,1163,94.13
1820,1163,94.13
1820,1163,94.13
1820,1163,94.13
1820,1163,94.13
1820,1163,94.13
1820,1163,94.13
1820,1163,94.13
1820,1211,94.13
1820,1211,94.13
1820,1211,94.13
1820,1211,94.13
1820,1211,94.13
288,638,82.71
288,638,82.71
288,638,82.71
1820,1211,94.13
1820,1211,94.13
1820,1211,94.13
21307,173,2.54
21307,385,-4.46
21307,385,-4.46
21307,12,7.54
21307,12,7.54
21307,18,7.54
21307,18,7.54
6546,440,
21307,40,14.54
21307,40,14.54
21307,40,14.54
21307,43,13.54
21307,43,13.54
21307,43,13.54
21307,173,2.54
21307,385,-4.46
347,451,87.44
347,451,87.44
301,845,
203,492,94.24
203,531,94.24
203,531,94.24
203,531,94.24
203,531,94.24
203,531,94.24
203,531,94.24
203,531,94.24
203,531,94.24
15000,173,64.58
15000,173,64.58
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
203,492,94.24
6531,9,
6531,9,
6531,9,
6531,9,
203,588,94.24
203,588,94.24
203,588,94.24
6531,980,
6531,980,
6546,440,
203,531,94.24
203,531,94.24
203,531,94.24
6531,980,
16668,24,92.5
16668,38,92.5
16668,51,92.5
203,531,94.24
203,588,94.24
203,588,94.24
203,588,94.24
203,588,94.24
203,588,94.24
203,588,94.24
203,588,94.24
203,588,94.24
203,588,94.24
6531,980,
18171,12,76.41
1088,375,86.64
13947,440,56.04
1088,375,86.64
1088,375,86.64
1088,375,86.64
1088,375,86.64
192,638,
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,342,86.64
6546,440,
1088,342,86.64
1088,342,86.64
1088,342,86.64
1088,375,86.64
1088,375,86.64
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,638,85.11
2361,845,85.11
2361,845,85.11
2361,845,85.11
2361,845,85.11
2361,638,85.11
1088,375,86.64
1088,375,86.64
1088,375,86.64
1088,375,86.64
1088,375,86.64
1088,270,88.64
1088,482,86.64
1088,482,86.64
1088,482,86.64
1088,482,86.64
192,638,
1088,482,86.64
1088,482,86.64
1088,482,86.64
1088,482,86.64
1088,482,86.64
1088,486,68.64
1088,486,68.64
1088,486,68.64
1088,486,68.64
1088,486,68.64
1088,486,68.64
6546,440,
